  6.200000	 -0.041592	 -0.057435	 -0.054033	  0.005990	  0.025599	 -0.098336	 -0.048442	  0.109440	 -0.024156	  0.014654	  0.008256	  0.074581	 -0.060891	 -0.034744	  0.008499	  0.040300	 -0.031706	  0.031164	 -0.024034	  0.042508	  0.032539	  0.034427	 -0.102036	  0.034786	  0.008151	  0.037793
  6.240000	 -0.036789	 -0.046895	  0.094112	  0.001195	 -0.078508	 -0.049016	 -0.099079	  0.059423	 -0.032307	  0.017653	 -0.046190	 -0.036872	  0.044667	  0.010547	  0.021854	 -0.083908	  0.000947	  0.017310	  0.064645	 -0.028420	  0.046173	  0.001077	 -0.030393	 -0.063205	  0.028214	 -0.011228
  6.280000	  0.002980	 -0.050607	  0.009498	 -0.061873	 -0.046846	  0.073280	  0.024718	  0.002412	  0.102545	 -0.048111	  0.005055	 -0.004664	 -0.037131	  0.033795	 -0.007657	  0.043809	  0.062872	 -0.004997	 -0.027797	 -0.009289	 -0.068374	  0.042421	  0.002351	  0.002989	 -0.039816	 -0.010813
  6.320000	  0.007958	 -0.010897	  0.058198	  0.031303	  0.040393	 -0.022891	 -0.024500	  0.027452	 -0.112391	 -0.050680	 -0.049975	  0.107005	 -0.096269	  0.011867	 -0.023869	  0.049623	  0.008047	 -0.034735	 -0.080630	 -0.011393	  0.020920	 -0.045078	  0.009907	 -0.057514	 -0.035320	  0.028472
  6.360000	  0.004301	 -0.011913	 -0.165077	 -0.057295	  0.136711	 -0.034279	  0.000472	  0.051717	 -0.048165	 -0.000132	  0.098073	 -0.038326	 -0.121336	  0.044537	  0.048368	  0.006464	 -0.017525	 -0.057314	 -0.007548	 -0.041335	  0.069352	  0.053349	 -0.030375	  0.097897	  0.083686	 -0.004488
  6.400000	 -0.043272	 -0.078841	 -0.123572	  0.025856	 -0.068308	 -0.022155	  0.025404	  0.017448	 -0.026341	  0.040058	 -0.051239	  0.054322	 -0.058593	  0.036023	  0.027859	  0.003710	 -0.034139	  0.024927	 -0.020483	 -0.003104	  0.022442	  0.094183	 -0.020756	  0.058095	 -0.028951	  0.001695
  6.440000	  0.081752	  0.003511	  0.052161	  0.042439	  0.018382	 -0.045089	 -0.028101	  0.012278	  0.039802	 -0.035926	  0.022841	  0.005332	 -0.031813	  0.001430	 -0.079346	  0.048929	  0.011230	 -0.063925	  0.009031	  0.051980	 -0.031997	 -0.036192	  0.010642	 -0.055145	 -0.077511	  0.037391
  6.480000	  0.037803	 -0.021719	  0.001913	  0.066222	 -0.080862	  0.035736	 -0.017568	  0.011577	 -0.008824	 -0.002341	 -0.043350	 -0.028703	 -0.063782	 -0.039611	  0.007721	  0.016120	  0.043071	  0.169692	  0.053970	  0.000414	 -0.014668	 -0.019828	  0.056844	 -0.038357	 -0.000104	  0.046978
  6.520000	 -0.008106	  0.034673	 -0.036739	  0.004224	 -0.053454	  0.098305	 -0.001047	  0.022974	  0.000444	  0.104969	  0.027735	  0.061437	 -0.001721	 -0.072210	  0.010727	 -0.046268	 -0.066677	  0.133004	  0.048438	  0.002481	 -0.035200	  0.029890	 -0.087982	 -0.099113	 -0.080546	  0.037048
  6.560000	  0.063105	  0.068014	  0.032463	 -0.023200	 -0.000868	 -0.002063	  0.003899	 -0.024593	  0.044143	  0.004086	 -0.010276	  0.009887	  0.053796	  0.003010	  0.008238	  0.058879	  0.017122	  0.024172	  0.010436	 -0.050322	 -0.071813	  0.003549	  0.075563	  0.048740	 -0.114958	 -0.110005
  6.600000	  0.000814	 -0.059691	  0.010640	  0.048205	 -0.007228	  0.052136	 -0.089846	 -0.078891	 -0.087249	  0.020756	 -0.011598	 -0.036711	 -0.052642	 -0.018440	  0.046645	 -0.023356	  0.051231	  0.102657	 -0.062993	  0.028181	 -0.053937	 -0.046651	 -0.005489	  0.075678	  0.005994	  0.004534
  6.640000	 -0.018559	 -0.037286	  0.041604	  0.009483	 -0.019288	 -0.029139	 -0.050841	 -0.037601	  0.017544	 -0.003294	  0.020067	  0.019963	 -0.025509	 -0.052461	 -0.027454	  0.069057	  0.071732	 -0.069649	  0.032647	  0.011025	 -0.021435	 -0.035437	 -0.009593	 -0.049666	  0.000703	 -0.009777
  6.680000	 -0.036879	 -0.042258	  0.087618	 -0.027618	 -0.064333	  0.026265	 -0.037466	  0.020361	 -0.014766	  0.070332	  0.018125	  0.001067	 -0.016513	  0.000695	 -0.045259	  0.021090	  0.061949	  0.023304	 -0.017734	 -0.036833	 -0.011042	  0.023793	  0.069484	 -0.049273	 -0.058016	 -0.070396
  6.720000	 -0.041605	  0.015026	 -0.039623	  0.072016	 -0.010378	 -0.050337	 -0.082320	 -0.029094	  0.027808	 -0.026073	  0.085908	  0.024040	 -0.018233	 -0.026883	 -0.006403	 -0.058953	 -0.006235	  0.026407	 -0.034715	  0.029926	  0.008938	  0.019694	  0.033641	  0.020620	  0.005923	 -0.037713
  6.760000	  0.054304	 -0.010044	 -0.056353	  0.016035	  0.036815	  0.049451	 -0.018835	  0.033692	  0.038549	 -0.009939	  0.045057	 -0.139192	 -0.117485	  0.039542	 -0.012512	  0.014112	 -0.014093	 -0.004856	 -0.066035	  0.062770	  0.027306	 -0.036083	  0.044605	  0.076383	  0.039946	 -0.023969
  6.800000	  0.007997	 -0.063153	  0.074194	 -0.061479	  0.053894	  0.019069	 -0.019583	  0.059970	  0.052064	 -0.000935	 -0.003562	  0.003079	  0.029574	 -0.047628	  0.017824	 -0.024648	 -0.002059	 -0.062406	  0.054808	 -0.063964	 -0.104990	  0.016911	 -0.005637	  0.036171	  0.050092	  0.039749
  6.840000	  0.052469	  0.031823	 -0.020747	  0.086438	  0.006574	  0.048996	 -0.000231	 -0.012040	 -0.016479	 -0.003182	  0.041697	 -0.009112	  0.008344	 -0.012031	 -0.004452	 -0.032814	 -0.092222	 -0.003280	  0.015699	 -0.009563	 -0.034667	  0.172467	 -0.009385	  0.077552	  0.025458	  0.081012
  6.880000	 -0.045324	 -0.045413	 -0.027365	  0.013432	 -0.025060	  0.019837	 -0.055085	 -0.031645	  0.076196	 -0.006504	  0.064987	 -0.010037	  0.065817	 -0.005140	  0.026586	 -0.009442	 -0.023273	  0.025781	  0.071522	 -0.085331	 -0.035648	 -0.037136	 -0.060684	  0.020493	 -0.052008	  0.009470
  6.920000	  0.064502	  0.023597	  0.016734	  0.021782	  0.016914	 -0.000104	  0.045333	  0.037808	  0.036486	 -0.075334	 -0.013601	 -0.051372	 -0.084712	  0.065868	  0.030954	  0.014651	 -0.077228	 -0.046662	  0.038134	  0.021134	 -0.051140	  0.021138	 -0.000514	 -0.008800	 -0.009708	 -0.010618
  6.960000	 -0.020666	 -0.000487	  0.000441	  0.005885	  0.016742	  0.003383	  0.012226	  0.010101	  0.010010	  0.022595	 -0.020287	 -0.002871	 -0.081431	  0.029033	  0.040722	 -0.054154	 -0.071714	 -0.028447	 -0.042539	 -0.046286	 -0.077310	  0.045859	 -0.007213	  0.051911	  0.004543	  0.022519
  7.000000	  0.082570	  0.086382	 -0.077204	 -0.030411	 -0.014134	 -0.028478	  0.020661	 -0.020028	 -0.004810	 -0.007964	 -0.015083	 -0.095165	  0.018077	 -0.059465	  0.009631	 -0.009679	 -0.067085	 -0.006135	  0.013498	  0.098864	  0.026998	 -0.014426	 -0.018926	 -0.008324	  0.040807	 -0.046726
  7.040000	 -0.011926	  0.038987	 -0.065181	  0.013311	  0.010181	 -0.081811	  0.011602	 -0.018279	 -0.012502	  0.011796	  0.025100	 -0.086672	  0.042913	  0.103152	 -0.022247	  0.035217	  0.021527	 -0.003008	 -0.012820	  0.036385	  0.033148	  0.017749	 -0.019464	 -0.098228	  0.015857	 -0.101393
  7.080000	 -0.002805	  0.088114	  0.086341	  0.029761	 -0.029159	  0.039194	  0.054967	  0.045379	 -0.021363	  0.032500	 -0.097564	 -0.082448	 -0.016854	 -0.010605	 -0.043475	 -0.012741	  0.140813	  0.048012	 -0.025785	  0.039235	  0.010317	 -0.038307	  0.073084	  0.008931	 -0.079269	 -0.034123
  7.120000	 -0.040243	 -0.058358	 -0.018940	  0.070540	 -0.112164	 -0.062134	 -0.060861	  0.017706	  0.045996	 -0.069602	 -0.036146	  0.060767	  0.047408	  0.001552	  0.056305	 -0.051305	 -0.087847	 -0.018419	 -0.015446	 -0.020093	  0.046826	  0.039797	  0.053103	  0.015276	  0.069852	  0.017969
  7.160000	 -0.071634	  0.094891	  0.126374	  0.060445	  0.024732	  0.069950	 -0.045688	 -0.057067	 -0.035006	 -0.026846	  0.003288	  0.073395	  0.032506	  0.016416	  0.078602	  0.010503	 -0.031702	  0.050027	  0.034743	  0.065009	  0.010817	  0.057673	 -0.056858	  0.017754	 -0.101512	  0.067536
  7.200000	 -0.036793	  0.026766	  0.087342	 -0.031149	 -0.022546	  0.014170	  0.074071	  0.015975	 -0.036181	 -0.078030	 -0.001179	 -0.015152	  0.010145	  0.007406	 -0.006527	  0.037195	  0.025138	  0.018191	  0.020095	  0.082871	  0.037558	  0.064944	 -0.030113	 -0.039121	  0.014723	 -0.043041
  7.240000	 -0.099806	  0.042865	  0.021665	  0.004518	 -0.030784	  0.008187	  0.021852	 -0.019190	 -0.014154	  0.057769	 -0.038646	 -0.023101	  0.069480	 -0.019563	  0.088472	  0.022443	 -0.052295	 -0.059070	  0.020306	 -0.010510	  0.034002	  0.045017	 -0.005073	 -0.014533	 -0.074033	  0.054019
  7.280000	  0.017846	  0.039218	 -0.020694	  0.059050	  0.007742	  0.152494	 -0.065256	 -0.011441	  0.006445	  0.024865	  0.063401	  0.077145	 -0.064476	  0.008602	  0.011875	 -0.015763	 -0.050673	  0.013143	  0.032489	  0.041027	  0.026280	  0.031409	  0.098931	 -0.090328	 -0.074055	 -0.061593
  7.320000	 -0.046892	 -0.006252	 -0.054258	  0.008186	 -0.052255	 -0.006712	 -0.050812	  0.017265	  0.001464	  0.019693	  0.007165	 -0.015210	 -0.053574	  0.020058	 -0.104469	  0.004047	 -0.049329	 -0.024552	 -0.059816	  0.002865	 -0.005398	  0.030038	 -0.049133	  0.041496	 -0.016056	  0.030792
  7.360000	  0.016173	 -0.001697	  0.006188	  0.158659	 -0.038213	  0.020152	  0.018979	 -0.025730	 -0.038824	 -0.110818	  0.075466	 -0.035852	 -0.022335	 -0.008904	 -0.075558	  0.106430	 -0.047884	  0.024387	  0.134684	  0.046756	  0.034750	 -0.011143	 -0.082304	  0.016889	 -0.011299	 -0.077061
  7.400000	 -0.024179	 -0.018021	 -0.016604	  0.098407	  0.090693	 -0.137326	 -0.006830	 -0.006319	 -0.066397	 -0.038003	 -0.045952	 -0.008633	 -0.034202	 -0.042639	 -0.067798	  0.096091	  0.032126	 -0.072431	 -0.025564	  0.026656	 -0.004663	  0.073794	 -0.050141	  0.010661	  0.003288	 -0.018747
  7.440000	 -0.041061	 -0.051455	 -0.100269	 -0.125169	  0.030264	 -0.030146	  0.028595	 -0.003632	  0.044109	  0.010447	 -0.038533	 -0.053264	  0.025584	 -0.038115	 -0.015646	 -0.068277	  0.047280	  0.048778	  0.008177	 -0.014218	  0.047006	  0.000147	 -0.016286	  0.060691	 -0.017596	 -0.062239
  7.480000	 -0.050071	 -0.005714	  0.066828	  0.009324	 -0.082699	  0.038957	 -0.013930	 -0.033787	  0.017531	  0.029956	 -0.030507	 -0.023786	 -0.025699	 -0.048487	  0.055831	  0.023469	 -0.071501	  0.022965	 -0.093522	 -0.008568	 -0.012164	 -0.002383	 -0.044001	 -0.035256	 -0.066073	  0.057200
  7.520000	 -0.006258	 -0.030045	  0.051983	 -0.111547	  0.088286	  0.027252	 -0.019673	  0.062045	  0.028311	  0.013876	 -0.155504	  0.098050	 -0.009454	  0.010443	  0.008227	 -0.048800	 -0.004860	 -0.001517	 -0.005246	  0.058871	 -0.005004	 -0.010112	  0.041600	 -0.023755	  0.099206	  0.069915
  7.560000	  0.027039	  0.034567	  0.060938	 -0.058135	 -0.037359	  0.001115	 -0.034165	  0.039913	  0.001196	 -0.028565	 -0.001541	 -0.040548	 -0.032646	 -0.048308	  0.017024	  0.049120	 -0.016770	 -0.062711	  0.015290	 -0.073020	  0.016707	 -0.054404	  0.039163	 -0.014608	 -0.006439	 -0.006901
  7.600000	 -0.044966	  0.037670	 -0.040728	  0.012940	 -0.013710	  0.100827	  0.014840	  0.059373	 -0.033334	 -0.047929	  0.027823	  0.043466	 -0.042650	  0.026464	 -0.058492	 -0.035734	 -0.023111	 -0.004801	 -0.004710	  0.054012	 -0.015455	 -0.057031	 -0.040937	  0.034112	  0.062876	 -0.089576
  7.640000	  0.041957	 -0.019072	 -0.028794	 -0.000944	 -0.006318	  0.053163	 -0.018040	  0.022820	  0.090938	 -0.005020	 -0.016627	  0.023205	  0.006791	  0.065466	 -0.064824	 -0.110762	 -0.059444	 -0.013150	 -0.021219	  0.079247	  0.083354	  0.055261	 -0.031069	  0.059846	 -0.080377	  0.071690
  7.680000	 -0.005540	  0.021351	  0.008957	 -0.072198	 -0.140739	  0.036726	  0.027073	 -0.019965	  0.059498	 -0.041674	 -0.066684	 -0.008416	  0.022440	 -0.031901	 -0.020507	 -0.096351	  0.022831	  0.033139	 -0.126501	 -0.000585	 -0.145998	 -0.008785	 -0.007622	 -0.036991	  0.039744	  0.021648
  7.720000	  0.010224	 -0.029688	 -0.067308	  0.033471	 -0.043084	 -0.036979	  0.018970	 -0.055491	 -0.000699	 -0.011802	 -0.068917	 -0.008666	 -0.018551	 -0.008117	 -0.055461	  0.002855	 -0.012963	  0.004163	 -0.006994	 -0.033213	  0.076997	  0.009753	  0.000328	  0.072920	 -0.074411	  0.056959
  7.760000	  0.052831	  0.000090	 -0.082103	  0.079140	 -0.116252	 -0.047512	  0.036242	 -0.024035	  0.082584	 -0.073945	 -0.053544	 -0.041435	 -0.037414	  0.023357	 -0.078530	 -0.002912	 -0.170604	  0.057233	 -0.009282	 -0.028061	  0.022261	  0.032250	  0.078562	  0.029349	 -0.044950	  0.011384
  7.800000	  0.028284	  0.072575	 -0.006589	 -0.023650	 -0.045518	 -0.001107	  0.063764	 -0.046513	  0.049751	 -0.033564	  0.000300	 -0.052955	 -0.018980	  0.009340	  0.036793	 -0.036165	 -0.069229	 -0.050037	  0.034529	 -0.080432	  0.022072	  0.027377	 -0.008440	  0.070573	  0.047171	  0.054434
  7.840000	 -0.029838	 -0.053322	  0.076267	 -0.038388	  0.008001	  0.016329	 -0.108759	 -0.068806	 -0.047837	 -0.068182	  0.037687	 -0.014519	 -0.006134	  0.054815	  0.026154	 -0.048570	  0.104599	  0.018284	  0.020481	  0.053650	 -0.039287	  0.113535	  0.025745	  0.046933	  0.005234	  0.036924
  7.880000	  0.030369	 -0.019143	 -0.055828	 -0.069877	  0.045907	  0.044584	  0.035171	  0.032438	  0.010913	 -0.013833	 -0.079090	  0.015057	  0.004373	  0.016573	  0.046369	  0.035998	  0.123617	 -0.028056	 -0.063274	 -0.006900	  0.002681	  0.016130	 -0.032135	 -0.062235	  0.049988	 -0.024558
  7.920000	  0.019008	  0.029349	  0.047797	 -0.036764	  0.054661	 -0.080887	  0.014643	  0.006438	 -0.017805	 -0.059638	 -0.002344	  0.034296	 -0.095854	  0.048276	  0.042304	 -0.029757	  0.039893	 -0.001072	 -0.022542	 -0.032635	 -0.002771	 -0.051210	  0.110928	 -0.008373	 -0.016155	  0.044758
  7.960000	  0.052046	  0.015815	  0.077003	 -0.017912	 -0.037312	  0.018288	 -0.013642	  0.015619	  0.087528	  0.017015	 -0.066180	  0.026793	 -0.009761	 -0.059187	  0.102139	 -0.034799	 -0.032367	 -0.003305	 -0.124099	 -0.073254	  0.052674	 -0.054608	 -0.017232	  0.024760	 -0.051202	 -0.037134
  8.000000	  0.040684	  0.058332	  0.052683	  0.010158	  0.046032	 -0.019320	  0.056610	 -0.009731	 -0.071401	 -0.009198	 -0.045194	  0.028486	 -0.074653	  0.018294	  0.002074	  0.030176	  0.003402	 -0.020215	  0.099942	 -0.097621	  0.025855	  0.054282	  0.016592	 -0.026480	 -0.037629	 -0.011911
  8.040000	 -0.034273	 -0.060830	  0.053599	  0.070474	 -0.028174	 -0.040954	  0.078068	 -0.040211	  0.007981	  0.006133	 -0.043897	 -0.007778	 -0.051930	 -0.111017	 -0.020831	  0.114394	 -0.050519	  0.033103	 -0.028911	 -0.032119	  0.015845	 -0.076045	  0.007666	 -0.035979	 -0.055951	 -0.042407
  8.080000	  0.101059	 -0.000854	 -0.028536	  0.045436	 -0.007346	 -0.067698	  0.065140	 -0.059620	  0.005508	  0.070800	 -0.009828	 -0.024188	 -0.017069	  0.011664	 -0.002992	 -0.020912	 -0.012710	 -0.055745	  0.025738	 -0.029227	 -0.016076	  0.015432	 -0.014822	  0.053017	 -0.024662	  0.032272
  8.120000	  0.003723	  0.071530	 -0.061888	  0.104778	  0.066986	 -0.000321	  0.003077	  0.028082	 -0.043242	  0.009651	  0.006126	 -0.094323	 -0.009257	 -0.054635	  0.035936	  0.020846	 -0.079717	 -0.024505	 -0.029455	 -0.027706	 -0.008029	  0.037920	 -0.011430	  0.025437	 -0.016974	 -0.059525
  8.160000	  0.072379	 -0.013624	  0.045990	 -0.004917	  0.089870	 -0.077639	  0.038798	  0.045976	 -0.031613	 -0.010938	  0.058600	  0.004116	  0.000013	  0.033886	  0.019432	 -0.076901	  0.027030	  0.014416	 -0.024140	 -0.041343	 -0.043899	 -0.049342	 -0.012714	 -0.019821	  0.062032	 -0.006678
  8.200000	  0.012369	  0.003691	 -0.043408	 -0.029713	 -0.027147	 -0.050238	  0.045570	 -0.009629	  0.024667	  0.079165	  0.012487	 -0.046205	 -0.005830	  0.024659	  0.063352	 -0.018233	 -0.031858	 -0.028879	 -0.081611	  0.013551	 -0.037666	  0.074174	 -0.018286	 -0.000202	 -0.031512	  0.027976
  8.240000	  0.041404	 -0.020497	  0.051820	 -0.016483	 -0.006704	 -0.012194	 -0.056900	 -0.042020	  0.004757	  0.022918	 -0.080832	  0.064466	 -0.079025	 -0.010004	  0.048827	 -0.032973	  0.027610	  0.035078	  0.017511	 -0.013808	 -0.066636	  0.011788	  0.011008	 -0.022113	  0.013563	 -0.079076
  8.280000	  0.030345	 -0.031921	 -0.020304	 -0.127521	  0.033728	  0.075935	 -0.020166	 -0.031664	 -0.015893	 -0.024692	 -0.082703	 -0.094773	 -0.015566	 -0.027316	 -0.038236	 -0.044597	 -0.080315	  0.010113	  0.055708	 -0.062598	  0.019763	  0.080390	 -0.045399	  0.057490	 -0.039591	  0.052651
  8.320000	 -0.058957	 -0.056489	  0.020302	 -0.016246	 -0.067834	  0.018498	  0.049110	  0.017387	 -0.084137	  0.065631	 -0.106670	 -0.025720	 -0.009092	 -0.028470	  0.032725	  0.024799	 -0.072199	  0.062405	 -0.051471	 -0.051630	 -0.070232	  0.012186	  0.042658	  0.012645	 -0.027864	 -0.045032
  8.360000	 -0.020372	 -0.002132	  0.092238	 -0.016435	 -0.010103	 -0.059171	  0.125569	 -0.010757	 -0.036745	  0.005731	 -0.017779	 -0.025839	 -0.115045	  0.098441	  0.089271	 -0.013297	  0.041651	 -0.044655	 -0.059582	 -0.049133	  0.027794	  0.073074	  0.007094	 -0.002080	  0.095355	  0.048234
  8.400000	  0.129754	  0.060787	  0.024904	 -0.027514	 -0.018027	 -0.038231	 -0.043980	 -0.101416	  0.026518	 -0.064180	  0.061777	 -0.026077	  0.037919	 -0.073027	 -0.024431	  0.108618	  0.024078	 -0.028858	  0.018694	 -0.043053	 -0.023807	  0.003238	 -0.037727	 -0.028210	 -0.008017	  0.046346
  8.440000	 -0.005279	  0.045038	 -0.086280	 -0.031699	  0.100304	  0.004897	 -0.005748	  0.049785	 -0.021242	 -0.008496	 -0.018150	 -0.083446	  0.121699	 -0.027791	  0.083422	 -0.075439	 -0.014379	 -0.100972	 -0.007555	  0.051879	 -0.043969	 -0.070854	  0.003387	  0.005715	 -0.000159	  0.005543
  8.480000	  0.058421	 -0.071937	  0.031797	 -0.003690	  0.009670	 -0.004918	  0.029464	 -0.101776	 -0.060952	  0.006819	  0.037852	  0.087718	 -0.022852	 -0.048706	  0.003808	  0.034028	  0.039491	  0.067966	  0.082837	 -0.028679	 -0.010802	 -0.003817	  0.013683	 -0.014093	  0.033505	  0.103470
